id,title,score_final,Drama,Comedy,Horror,Romance
1039,The Stepford Wives,5.06,1,0,0,0
9821,The Pope of Greenwich Village,21.53,1,1,0,0
4437,Sid & Nancy,93.38,0,0,0,0
1890,Mona Lisa,28.61,1,0,0,1
1955,Heart Condition,229.36,1,0,0,0
39437,Nights of Cabiria,10.94,1,0,0,0
11932,The Big Chill,118.51,0,1,1,0
6435,Enemy of the State,110.8,1,1,0,0
108316,The Rugrats Movie,2.43,0,1,0,0
10683,A Bug's Life,64.81,1,1,0,0
63709,Celebrity,3.98,1,1,0,0
9445,Central Station,60.56,1,0,0,0
2657,Savior,157.78,1,1,0,0
9425,Waking Ned,74.23,0,0,0,0
32326,The Celebration,5.92,0,0,0,0
637,Pink Flamingos,1115.92,1,1,0,0
8675,Glen or Glenda,40.24,0,1,0,0
125762,Godzilla,0.03,0,0,0,0
20701,Godzilla 1985,32.79,0,1,1,0
9945,King Kong vs. Godzilla,87.58,1,0,1,0
73,King Kong,948.36,1,0,0,0
46889,King Kong,6.55,1,1,0,1
12888,King Kong Lives,16.76,1,0,0,0
3033,Desperately Seeking Susan,30.71,1,0,0,0
9882,The Emerald Forest,115.25,1,0,0,0
10663,Fletch,163.39,0,1,0,0
4518,Fletch Lives,110.46,1,0,0,0
1808,Red Sonja,46.72,1,0,0,0
3600,Gung Ho,121.85,0,0,1,0
17037,The Money Pit,23.26,0,1,0,0
297,A View to a Kill,361.97,1,0,0,0
5332,Lifeforce,5.98,1,0,0,0
21589,Police Academy,5.4,1,1,0,0
8336,Police Academy 2: Their First Assignment,3.77,0,1,0,0
11893,Police Academy 3: Back in Training,49.12,0,0,0,0
123056,Police Academy 4: Citizens on Patrol,4.97,1,0,0,0
12223,Police Academy 5: Assignment Miami Beach,28.35,0,0,1,0
32081,Police Academy 6: City Under Siege,16.89,1,1,0,0
14924,Babe: Pig in the City,37.44,1,0,0,1
10002,Home Fries,22.83,1,0,0,1
41817,Ringmaster,12.31,0,1,0,0
19426,Very Bad Things,43.05,1,0,0,0
12560,Steam: The Turkish Bath,45.73,1,1,0,0
9798,Psycho,388.97,1,0,0,0
14444,Little Voice,49.6,0,0,0,0
9487,A Simple Plan,724.85,0,1,0,0
9466,Jack Frost,39.15,1,1,0,0
666,Star Trek: Insurrection,45.1,1,0,0,0
2042,The Prince of Egypt,13.39,1,0,0,0
10162,Rushmore,22.61,0,1,0,1
309,Shakespeare in Love,70.01,1,0,0,0
692,Mass Appeal,38.65,0,1,1,0
24018,Miracle on 34th Street,12.32,1,1,0,0
1678,Santa Claus: The Movie,67.54,0,0,1,0
39256,Prancer,14.33,1,0,1,0
1680,Pale Rider,18.25,0,0,0,0
244,Rambo: First Blood Part II,111.25,1,0,1,0
10730,First Blood,58.97,1,0,0,0
31947,Rambo III,11.87,0,0,1,0
8130,The Jewel of the Nile,36.44,0,1,0,0
11532,Romancing the Stone,31.76,1,0,0,0
9749,Cocoon,68.74,0,1,0,0
14628,Cocoon: The Return,36.9,0,1,0,0
9626,Rocky II,70.31,0,0,0,0
13698,Rocky III,20.01,1,1,0,0
10466,Rocky IV,92.41,0,1,0,1
707,Rocky V,163.32,0,0,0,0
11954,Clue,50.06,0,0,1,0
9336,Young Sherlock Holmes,190.98,0,1,0,0
10157,Violets Are Blue,111.45,0,1,0,0
12118,Back to School,83.45,0,1,0,0
10587,Heartburn,83.24,0,1,0,0
11825,Nothing in Common,65.52,0,1,0,0
11895,Extremities,59.59,0,1,0,0
9447,The Karate Kid,98.83,1,1,0,0
12257,"The Karate Kid, Part II",12.68,1,1,0,1
37536,"The Karate Kid, Part III",5.7,0,1,0,0
10029,National Lampoon's Christmas Vacation,62.3,0,1,0,0
27104,You've Got Mail,10.63,1,0,0,0
11252,The General,75.18,0,0,1,0
8545,The Theory of Flight,24.85,1,1,0,0
10223,The Thin Red Line,62.94,1,0,0,0
9745,The Faculty,82.09,1,1,0,0
200,Mighty Joe Young,127.89,0,0,0,0
9837,Mighty Joe Young,262.81,1,0,0,0
11545,Patch Adams,212.4,1,1,0,0
1934,Stepmom,258.93,0,0,0,1
110643,A Civil Action,4.19,1,0,0,0
11881,Down in the Delta,47.22,1,0,0,0
13764,Hurlyburly,25.69,0,1,0,0
24951,Tea with Mussolini,8.34,1,0,0,0
8879,Wilde,83.99,0,0,0,1
1369,Outside Ozona,273.68,0,0,0,0
1368,Affliction,467.17,0,0,0,0
1370,Another Day in Paradise,218.99,0,0,0,0
10303,The Hi-Lo Country,94.39,0,1,0,1
9326,Hilary and Jackie,149.15,0,1,0,1
10328,Playing by Heart,104.19,1,1,0,0
11285,24 7: Twenty Four Seven,39.14,1,1,0,0
1367,At First Sight,293.05,1,0,0,0
1371,In Dreams,276.68,1,0,0,0
1374,Varsity Blues,302.97,1,0,0,0
1375,Virus,215.52,1,0,0,0
15196,The Garbage Pail Kids Movie,119.8,0,1,0,0
11904,Howard the Duck,56.88,1,0,0,0
215875,The Gate,2.05,0,0,0,0
15596,The Gate II: Trespassers,39.79,0,1,0,0
13818,The Boy Who Could Fly,24.8,1,1,0,1
29968,The Fly,15.82,1,1,0,1
44326,The Fly,11.44,1,0,0,0
1885,The Fly II,280.48,1,0,0,0
8856,Running Scared,144.08,1,0,0,1
10495,Armed and Dangerous,98.72,0,0,0,0
5825,The Texas Chain Saw Massacre,208.14,0,1,0,0
9489,The Texas Chainsaw Massacre 2,265.34,0,1,0,1
16885,Leatherface: Texas Chainsaw Massacre III,10.91,1,0,0,0
76857,Texas Chainsaw Massacre: The Next Generation,4.92,1,0,0,0
8741,Ruthless People,245.67,1,0,0,0
9276,Trick or Treat,159.21,0,0,1,0
9822,Deadly Friend,68.23,0,0,0,0
39314,Belizaire the Cajun,11.59,1,0,0,0
10312,The Name of the Rose,267.96,1,1,0,0
9441,Jumpin' Jack Flash,92.15,1,0,0,1
9422,Peggy Sue Got Married,41.02,1,0,0,0
125582,Crocodile Dundee,4.4,1,0,0,0
24525,Crocodile Dundee II,12.52,1,1,0,0
10368,Tough Guys,13.47,1,1,0,0
11365,Soul Man,23.23,1,0,0,0
140897,The Color of Money,3.64,1,1,0,1
31662,52 Pick-Up,21.32,1,0,0,0
36136,Heartbreak Ridge,15.25,1,0,0,0
1363,Firewalker,8.07,1,0,0,1
46992,¡Three Amigos!,12.69,1,0,0,0
825,Gloria,18.85,1,0,0,0
22913,Dry Cleaning,5.76,1,1,0,1
15556,My Name Is Joe,20.88,1,0,0,1
28902,Still Crazy,18.67,1,0,0,0
14709,The Day of the Beast,44.78,1,1,0,1
9423,She's All That,50.86,0,0,1,0
14443,The 24 Hour Woman,8.94,0,1,0,0
10658,"Blood, Guts, Bullets and Octane",75.5,0,1,0,0
6917,Peeping Tom,36.83,0,0,1,0
40729,Spanish Fly,7.53,0,0,1,0
24086,Payback,15.1,1,0,0,0
11815,Simply Irresistible,45.66,1,0,1,0
9426,20 Dates,321.01,0,0,1,0
10344,Comedian Harmonists,54.38,0,0,1,0
15698,The Last Days,22.37,0,1,0,0
2620,Fantastic Planet,18.44,0,1,0,0
30497,Blast from the Past,195.7,0,0,1,0
16337,Message in a Bottle,49.67,0,0,1,0
25018,My Favorite Martian,27.44,0,0,1,0
16780,"God Said, 'Ha!'",33.79,0,1,1,0
12151,Jawbreaker,37.59,0,1,0,0
25438,October Sky,15.55,0,0,1,0
33278,Office Space,21.97,0,0,1,0
274253,The Apple,2.33,1,0,0,1
192,200 Cigarettes,230.31,1,0,0,0
10945,8MM,30.4,0,1,0,1
10013,The Other Sister,47.5,1,1,0,1
9671,Breakfast of Champions,160.02,0,1,0,0
9396,The Breaks,99.67,0,1,0,0
11038,Eight Days a Week,16.01,0,1,0,0
12278,Just the Ticket,16.55,0,1,0,0
11873,The Long Goodbye,97.59,1,0,0,0
18588,The Ballad of Narayama,17.18,1,0,0,0
10015,Pet Sematary,87.3,1,1,0,0
12715,Pet Sematary II,17.98,0,1,0,0
8388,Children of the Corn II: The Final Sacrifice,91.81,0,1,0,0
45712,Children of the Corn III: Urban Harvest,7.0,1,0,0,0
6187,Christine,3.89,1,0,0,0
8129,Night Shift,12.48,1,0,0,1
1618,House on Haunted Hill,18.88,0,1,0,0
10722,Airport,37.44,0,1,1,0
10314,Airport 1975,133.31,0,1,0,1
125548,Airport '77,1.8,0,1,0,1
47139,Rollercoaster,3.37,0,1,0,0
11167,The Towering Inferno,51.05,0,0,1,0
170187,Alligator,0.06,0,0,0,0
2112,Meteor,174.34,1,0,0,0
16172,Westworld,20.83,0,1,0,0
111794,Logan's Run,2.76,0,1,0,1
9524,Planet of the Apes,6.98,1,0,0,0
20595,Beneath the Planet of the Apes,6.77,1,0,0,0
16306,Battle for the Planet of the Apes,48.19,0,0,0,0
11622,Conquest of the Planet of the Apes,80.8,0,1,0,1
10207,Escape from the Planet of the Apes,64.31,1,0,0,1
9849,Avalanche,32.67,1,1,0,0
82865,Earthquake,3.53,0,1,0,0
18892,The Concorde... Airport '79,33.98,0,1,0,0
13466,Beyond the Poseidon Adventure,83.99,1,0,0,0
1542,Analyze This,329.52,0,1,0,0
43978,The Corruptor,7.4,1,0,0,0
15256,Cruel Intentions,17.25,1,1,0,1
8224,"Lock, Stock and Two Smoking Barrels",149.88,0,0,0,0
18417,Six Ways to Sunday,14.81,1,1,0,1
12479,The School of Flesh,11.69,0,1,0,0
15031,Relax... It's Just Sex,3.06,0,1,0,0
15209,The Deep End of the Ocean,7.96,1,1,0,1
26425,Harvest,5.3,0,1,0,1
1847,The Rage: Carrie 2,40.12,1,0,0,0
42113,Wing Commander,13.4,1,0,0,0
8913,The Haunting,131.84,1,0,1,0
10906,Dead Ringers,37.51,0,0,1,0
25748,My Boyfriend's Back,20.98,0,0,1,0
25749,Village of the Damned,19.09,0,0,1,0
8769,Children of the Damned,123.75,0,0,1,0
14742,Baby Geniuses,18.43,0,1,0,0
15856,Telling You,36.23,1,0,1,0
10671,I Stand Alone,33.12,1,0,0,0
27932,Forces of Nature,30.14,1,0,0,0
7227,The King and I,27.72,1,0,0,0
10670,Ravenous,13.81,0,0,0,0
5919,True Crime,75.57,0,0,0,0
33518,Bandits,23.89,0,0,1,0
40160,Dangerous Beauty,15.49,0,0,0,0
2362,The King and I,109.44,1,0,1,0
10803,Doug's 1st Movie,87.66,0,0,0,1
871,Edtv,299.29,1,0,0,0
1685,The Mod Squad,119.64,0,0,0,0
1705,Among Giants,74.02,0,0,0,0
1688,A Walk on the Moon,81.76,0,0,0,0
1687,The Matrix,89.58,0,0,0,0
166680,10 Things I Hate About You,4.88,1,0,0,0
11123,Tango,28.37,1,0,0,0
29723,The Out-of-Towners,17.14,1,0,0,0
31638,The Dreamlife of Angels,12.16,1,0,0,0
9535,"Love, etc.",159.98,0,1,0,0
9455,Metroland,25.04,0,0,0,0
796,The Sticky Fingers of Time,261.13,1,0,0,1
100,Following,506.6,0,1,0,0
47501,Go,6.84,0,1,0,0
77936,Never Been Kissed,4.92,1,0,0,1
84586,Twin Dragons,2.58,0,1,0,0
30943,Cookie's Fortune,22.69,1,0,0,0
107946,Foolish,0.0,1,0,0,0
7341,Lovers of the Arctic Circle,28.12,0,0,1,0
10350,Goodbye Lover,27.06,0,0,0,0
11772,Life,54.01,0,0,1,0
9540,Friends & Lovers,58.37,1,0,1,0
31503,Hideous Kinky,9.85,0,1,0,1
11773,Jeanne and the Perfect Guy,33.64,0,0,1,0
30202,The Joyriders,10.77,0,0,0,0
22345,The Monster,27.67,0,1,0,0
53685,Open Your Eyes,1.39,1,1,0,1
1567,Photographer,35.77,1,0,0,0
1641,SLC Punk,48.29,0,1,0,1
47288,Lost & Found,9.63,1,0,0,0
10212,Pushing Tin,48.66,0,1,1,0
10354,Election,52.12,1,0,0,0
11526,eXistenZ,5.43,1,0,0,0
8583,A Little Bit of Soul,22.86,1,0,0,1
16520,The Mighty Peking Man,37.64,1,0,0,1
16508,Nô,10.22,0,1,0,0
11374,Let It Come Down: The Life of Paul Bowles,56.42,0,1,0,0
16379,Entrapment,14.65,0,0,0,0
125123,Idle Hands,2.59,0,1,0,1
28029,Get Real,12.63,1,0,0,1
603,Heaven,2743.54,0,0,0,0
4951,The King of Masks,539.35,1,1,0,1
65749,Three Seasons,4.82,1,0,0,1
8970,The Winslow Boy,20.35,0,1,0,0
9840,Mildred Pierce,8.37,1,0,0,0
186705,Night of the Comet,2.81,0,0,0,0
30950,Chopping Mall,5.09,1,1,0,0
70687,My Science Project,3.13,1,0,0,0
11660,Dick Tracy,114.42,1,0,0,0
9430,The Mummy,66.37,0,1,0,0
11355,The Castle,119.35,1,1,0,1
18764,Mascara,29.19,0,1,0,0
9465,This Is My Father,14.67,1,1,0,0
27455,Xiu Xiu: The Sent-Down Girl,3.64,1,1,0,0
1414,A Midsummer Night's Dream,20.54,1,0,0,1
49981,Trippin',9.95,0,1,0,0
6522,After Life,60.05,0,1,0,0
114719,Black Mask,4.77,1,1,0,1
10209,Edge of Seventeen,10.58,1,0,0,1
25512,Endurance,2.89,1,0,0,0
143299,Star Wars: Episode I - The Phantom Menace,2.95,0,0,0,0
22826,The Love Letter,42.87,0,1,0,0
1902,Besieged,70.68,1,0,0,0
445590,Frogs for Snakes,0.0,0,0,0,0
6396,The Saragossa Manuscript,33.01,1,1,0,1
39964,The Mummy,10.43,0,1,0,1
12596,The Mummy,40.92,1,1,0,0
9451,The Mummy's Curse,88.77,0,1,0,0
1946,The Mummy's Ghost,154.5,0,0,1,0
89522,The Mummy's Hand,2.78,0,0,0,0
42230,The Mummy's Tomb,6.45,0,0,0,0
139445,Mommie Dearest,3.19,1,0,0,0
74140,Superman,0.0,0,0,0,0
1844,Superman II,191.61,1,0,0,1
6552,Superman III,60.77,0,1,1,0
24584,Superman IV: The Quest for Peace,17.24,1,0,0,1
213985,Dracula,4.1,0,0,0,0
25471,House of Dracula,7.87,1,0,0,0
4154,House of Frankenstein,5.14,1,0,0,0
28519,Frankenstein,10.51,1,0,0,0
3309,Son of Frankenstein,29.51,1,0,0,0
18462,The Ghost of Frankenstein,33.11,0,1,1,0
28941,Frankenstein Meets the Wolf Man,23.62,0,0,1,0
18252,The Curse of Frankenstein,16.67,0,1,0,0
8592,Son of Dracula,83.91,0,1,0,0
564,The Wolf Man,853.43,0,0,0,0
13852,Howling II: Stirba - Werewolf Bitch,25.83,1,1,0,0
140519,Tarantula,3.19,0,0,0,0
25232,The Rocky Horror Picture Show,3.25,1,0,0,1
33194,The Flying Saucer,5.66,1,0,0,0
10210,It Came from Hollywood,34.1,1,1,0,1
53862,The Thing from Another World,3.11,0,1,0,1
17962,It Came from Outer Space,19.08,1,0,0,0
9460,The War of the Worlds,22.64,0,0,0,0
4927,It Came from Beneath the Sea,11.81,1,1,0,1
122190,Invasion of the Body Snatchers,2.73,1,0,0,0
1893,Earth vs. the Flying Saucers,1368.18,0,0,0,0
31342,It Conquered the World,8.47,1,1,0,1
44297,The Mole People,9.8,1,0,0,1
95627,Swamp Thing,0.22,0,1,0,0
8785,Pork Chop Hill,11.0,1,1,0,0
15849,"Run Silent, Run Deep",45.16,0,0,1,0
18990,Notting Hill,22.45,0,0,1,0
29242,The Thirteenth Floor,7.12,0,0,1,0
29243,Eternity and a Day,6.54,0,0,1,0
31498,The Loss of Sexual Innocence,7.61,0,0,1,0
29239,Twice Upon a Yesterday,5.46,1,0,1,0
15660,Instinct,20.58,1,0,0,0
1924,Buena Vista Social Club,323.09,0,0,0,0
8536,Desert Blue,200.35,0,0,0,0
9531,A Place at the Table,156.93,0,1,0,0
11411,A Place at the Table,103.74,0,0,0,0
138,A Place at the Table,82.83,0,0,1,0
30793,A Place at the Table,12.86,0,0,1,0
3103,Floating,12.75,0,0,1,0
3035,Free Enterprise,95.47,1,0,1,0
3077,Limbo,17.18,0,0,1,0
3074,Austin Powers: The Spy Who Shagged Me,12.37,0,0,1,0
3076,Promise Her Anything,18.12,0,0,1,0
3079,The Red Dwarf,23.17,0,0,1,0
32023,The Red Violin,10.19,0,0,1,0
13666,Tarzan,42.77,1,0,1,0
29794,The General's Daughter,16.0,0,0,1,0
9077,Get Bruce!,22.07,0,0,1,0
36685,An Ideal Husband,218.21,0,1,1,0
43391,The Legend of 1900,3.4,0,0,0,0
30168,Run Lola Run,6.81,0,1,0,0
10785,Trekkies,48.09,0,0,1,0
19483,Big Daddy,21.95,0,0,1,0
8974,The Boys,57.12,0,0,1,0
29959,The Dinner Game,9.62,0,0,1,0
11549,My Son the Fanatic,89.09,0,0,1,0
18158,Zone 39,16.37,0,0,0,0
27625,Arachnophobia,5.67,0,0,1,0
41516,"South Park: Bigger, Longer & Uncut",6.4,0,0,1,0
17918,Wild Wild West,34.47,0,0,1,0
37305,Summer of Sam,8.62,1,0,0,0
18784,Broken Vessels,13.67,1,0,0,0
509,Les Amants du Pont-Neuf,400.44,1,1,0,1
1090,"Late August, Early September",121.7,0,0,0,0
24858,American Pie,7.67,1,0,0,0
15059,Arlington Road,6.29,1,0,0,0
55912,Autumn Tale,5.05,1,1,0,1
12117,Muppets from Space,50.34,1,0,0,0
11779,The Blair Witch Project,31.53,0,0,0,0
41730,My Life So Far,6.15,1,1,0,0
84198,Eyes Wide Shut,5.11,0,0,0,0
84198,Lake Placid,5.11,0,0,0,0
84198,The Wood,5.7,0,0,0,0
84198,The Velocity of Gary,5.7,0,0,0,0
84198,Ghostbusters,5.11,0,0,0,0
84198,Ghostbusters II,5.11,0,0,0,0
84198,Drop Dead Gorgeous,5.7,0,0,0,0
84198,The Haunting,5.7,0,0,0,0
84198,Inspector Gadget,5.11,0,0,0,0
84198,Trick,5.11,0,0,0,0
84198,Deep Blue Sea,5.7,0,0,0,0
84198,Mystery Men,5.7,0,0,0,0
84198,Runaway Bride,5.11,0,0,0,0
84198,Twin Falls Idaho,5.11,0,0,0,0
84198,The Killing,5.7,0,0,0,0
84198,Killer's Kiss,5.7,0,0,0,0
100568,Spartacus,3.31,1,0,0,0
13533,Lolita,5.77,0,1,0,1
62676,Barry Lyndon,8.88,1,0,0,0
817,The 400 Blows,319.63,0,1,0,0
265966,Jules and Jim,0.23,1,1,0,0
91598,Vibes,3.16,1,1,0,0
14283,The Mosquito Coast,37.04,1,0,0,1
37135,The Golden Child,523.57,1,0,0,0
2275,Brighton Beach Memoirs,72.16,1,0,0,0
68426,Assassination,3.62,0,1,0,0
24137,Crimes of the Heart,18.56,1,1,0,1
10376,The Color Purple,173.27,0,0,0,0
104,The Kindred,208.36,1,0,0,0
15800,No Mercy,11.52,0,0,0,0
9032,Ménage,275.89,1,1,0,0
13821,Native Son,4.24,1,0,0,0
9421,The Mission,128.54,0,1,0,0
55955,Little Shop of Horrors,2.85,1,1,0,0
67067,The Little Shop of Horrors,2.64,0,0,0,0
6488,Allan Quatermain and the Lost City of Gold,138.69,0,1,1,0
9473,The Morning After,283.55,0,1,0,0
8487,Radio Days,319.58,0,1,0,0
10279,From the Hip,40.09,1,0,0,1
125263,Outrageous Fortune,3.06,1,0,0,0
2767,The Bedroom Window,18.31,1,0,0,1
78568,Deadtime Stories,4.61,1,0,0,0
2105,Light of Day,719.13,0,1,0,1
1073,Wanted: Dead or Alive,80.9,1,0,0,0
10239,Frances,8.32,1,0,0,1
10208,Plenty,34.29,0,1,0,0
2667,Dick,336.94,0,0,1,0
48958,The Gambler,6.33,1,1,0,0
345,The Iron Giant,389.27,1,0,0,0
9825,The Sixth Sense,84.39,0,1,1,0
16158,The Thomas Crown Affair,15.25,1,1,0,1
133575,The Thomas Crown Affair,3.72,1,0,0,1
620,The Acid House,743.26,0,1,0,0
2978,The Adventures of Sebastian Cole,350.03,0,1,0,0
10490,Illuminata,32.2,0,1,0,0
11618,Stiff Upper Lips,118.76,0,0,1,0
332,The Yards,104.16,0,1,0,0
1812,Bowfinger,11.13,0,1,0,1
8914,Brokedown Palace,190.79,0,0,0,0
9824,Detroit Rock City,84.01,0,1,0,0
4806,Alice and Martin,148.38,0,1,0,1
33430,Better Than Chocolate,7.24,1,0,0,1
247,Head On,95.19,1,0,0,0
10056,Marcello Mastroianni: I Remember,35.83,1,0,0,0
967,Cobra,150.08,1,0,0,0
802,Never Talk to Strangers,130.4,1,0,0,1
3175,Heaven Can Wait,166.38,1,0,0,1
147,The Raven,115.73,1,0,0,0
1628,The Tingler,54.93,1,0,0,1
21185,The Pit and the Pendulum,9.08,0,1,0,1
11120,The Tomb of Ligeia,43.43,1,0,0,0
10136,The Masque of the Red Death,99.66,0,1,0,0
32060,Tales of Terror,9.76,1,1,0,1
48686,Haunted Honeymoon,7.11,1,0,0,0
48259,Cat's Eye,8.76,1,0,0,0
873,And Now for Something Completely Different,112.37,1,0,0,0
48660,Damien: Omen II,4.82,0,0,1,0
26789,Omen III: The Final Conflict,19.32,0,0,0,0
3934,Airplane!,10.91,1,1,0,0
108312,Airplane II: The Sequel,1.86,1,0,0,0
11416,An American Werewolf in Paris,96.96,1,0,0,0
10776,National Lampoon’s European Vacation,123.08,0,1,1,0
24452,National Lampoon's Vacation,28.04,0,1,0,0
9710,Funny Farm,28.28,0,1,0,0
31924,Big,10.46,1,0,0,0
30890,Problem Child,46.49,1,1,0,0
24081,Problem Child 2,6.23,1,1,0,0
20242,Little Nemo: Adventures In Slumberland,13.02,0,1,0,0
39074,Oscar and Lucinda,10.57,0,0,0,0
66194,Tequila Sunrise,4.8,0,0,1,0
2115,The Pelican Brief,6.03,1,0,0,0
23599,A Christmas Story,11.22,1,0,0,0
3526,Mickey Blue Eyes,11.08,1,0,0,0
41166,Teaching Mrs. Tingle,5.08,1,0,0,1
16406,Universal Soldier: The Return,24.36,0,1,0,0
197239,Universal Soldier,0.83,0,0,0,0
10386,Love Stinks,451.76,0,0,0,0
745,Perfect Blue,979.2,1,0,0,0
913,With Friends Like These...,112.86,1,0,0,1
912,In Too Deep,35.98,1,0,0,1
12229,The Source,14.57,1,1,0,0
67323,The Bat,3.39,1,1,0,0
91076,Iron Eagle,5.04,1,0,0,0
89861,Iron Eagle II,4.74,0,1,0,0
19457,Iron Eagle III,37.38,1,0,0,0
11353,Iron Eagle IV,83.38,0,1,0,0
17707,Three Days of the Condor,40.27,1,0,0,0
9781,Hamlet from the Lunt-Fontanne Theatre,36.32,0,1,0,0
102489,Male and Female,4.41,1,0,0,1
18212,Medicine Man,12.62,1,0,0,1
13817,The Spiders - The Golden Sea,9.45,1,0,0,0
126996,Rosie,3.11,0,0,0,0
38715,The 13th Warrior,3.69,1,0,0,1
48781,The Astronaut's Wife,14.93,0,0,0,1
12185,Dudley Do-Right,30.38,1,1,0,1
29056,The Muse,21.73,0,1,1,0
26857,Cabaret Balkan,13.9,0,0,1,0
28501,A Dog Of Flanders,25.06,1,0,1,0
29030,The Lost Son,17.04,1,0,1,0
25319,Lucie Aubrac,27.03,1,0,1,0
29074,The Very Thought of You,14.2,0,1,1,0
24103,Chill Factor,17.09,0,1,1,0
10552,Outside Providence,47.75,0,1,1,0
9267,Bedrooms and Hallways,49.11,0,1,0,0
10766,I Woke Up Early The Day I Died,58.56,1,0,1,0
10768,West Beyrouth,45.7,1,0,1,0
813,Stigmata,340.57,0,1,0,0
2665,Stir of Echoes,88.79,0,1,0,0
9406,Best Laid Plans,51.89,0,1,1,0
11418,"Black Cat, White Cat",77.73,0,1,0,1
11153,The Minus Man,130.31,0,1,0,1
14170,Whiteboyz,30.25,0,1,0,0
2280,The Adventures of Milo and Otis,314.14,1,1,0,1
11077,Only Angels Have Wings,50.66,0,1,0,0
28597,Othello,36.45,0,1,0,0
22611,Queens Logic,15.03,0,0,0,0
39780,Public Access,11.01,1,0,0,1
10396,A Soldier's Story,40.4,0,0,0,1
9944,Alice Sweet Alice,119.97,1,0,0,0
850,Don't Look in the Basement,112.23,0,1,0,0
10154,Nightmares,48.2,0,1,0,1
10342,I Saw What You Did,34.49,0,1,0,0
10366,Yellow Submarine,46.98,0,0,0,0
9349,American Beauty,120.94,0,0,0,0
15122,Stop Making Sense,6.01,0,1,0,1
10494,Blue Streak,84.7,0,0,0,0
126152,For Love of the Game,0.03,0,0,1,0
22314,Caligula,8.73,1,0,0,0
51679,A Hard Day's Night,3.68,0,0,0,0
35813,Splendor,12.17,0,0,1,0
11037,Sugar Town,23.29,0,0,0,0
11955,The Buddy Holly Story,7.99,1,0,0,0
2038,Fright Night,10.18,0,0,0,0
28737,Fright Night Part 2,4.32,0,0,0,0
11963,La séparation,80.26,0,0,0,0
141489,Barefoot in the Park,3.26,0,0,0,0
53761,Deliverance,2.89,1,0,0,0
9096,Excalibur,40.24,0,0,0,0
91893,Lulu on the Bridge,3.93,0,0,0,0
103793,The Pajama Game,2.65,0,0,0,0
1911,Sommersby,164.91,0,0,0,0
2900,Thumbelina,88.45,1,0,0,0
17709,Tommy,18.44,0,1,0,1
37718,Hell Night,12.19,0,1,0,0
47144,Armour of God II: Operation Condor,4.4,1,0,0,0
104896,Armour of God,4.62,1,0,0,0
30964,Double Jeopardy,4.37,0,0,0,0
52366,Jakob the Liar,5.32,1,0,0,0
6373,Mumford,5.92,0,1,0,1
2162,Dog Park,12.65,0,1,0,0
14578,Guinevere,12.79,1,1,0,1
40694,The Adventures of Elmo in Grouchland,6.17,1,1,0,1
4338,Simon Sez,3.06,0,1,0,0
49184,Drive Me Crazy,5.13,1,1,0,1
10307,"Mystery, Alaska",81.45,0,0,1,0
11601,Three Kings,105.74,0,0,1,0
18621,"Happy, Texas",13.59,1,0,0,0
1075,New Rose Hotel,54.21,0,1,0,1
21719,Plunkett & MacLeane,9.39,1,0,0,0
40879,Romance,3.86,1,1,0,0
47951,Napoleon and Samantha,20.13,1,0,0,0
43832,Alvarez Kelly,18.21,1,0,0,1
47697,And the Ship Sails On,14.45,1,0,0,1
49792,The Dark Half,7.2,1,1,0,0
77064,Gulliver's Travels,3.75,1,0,0,0
26522,Monkey Shines,24.69,1,0,0,0
23761,Phantasm,21.6,0,0,1,0
24097,Psycho II,8.12,0,0,1,0
42114,Psycho III,10.99,0,0,1,0
28295,Rain,6.56,0,0,1,0
12105,Sanjuro,44.52,0,0,0,0
14,Random Hearts,1044.92,1,0,0,0
24128,Superstar,18.76,0,0,0,0
11001,Boys Don't Cry,113.25,0,1,0,0
10390,L'ennui,31.4,1,0,0,1
9453,The Grandfather,51.8,1,0,0,1
704,The Limey,57.38,0,1,0,0
35122,The Mating Habits of the Earthbound Human,8.15,0,1,0,0
142132,Molly,2.9,0,1,0,0
24153,Risky Business,13.91,1,0,0,0
11797,Total Recall,90.2,0,0,1,0
18086,Body Heat,29.75,0,1,1,0
124475,Ferris Bueller's Day Off,4.53,1,0,0,0
17887,The Year of Living Dangerously,38.45,0,1,0,1
10669,Children of Paradise,139.42,1,0,0,0
11527,High Plains Drifter,79.54,0,0,0,0
42848,Hang 'em High,4.53,1,0,0,1
40867,Citizen's Band,6.46,0,1,0,0
1049,Drunken Master,29.18,1,0,0,1
28032,The Conformist,44.47,1,0,0,0
11326,Hairspray,26.47,1,0,0,0
28377,Brief Encounter,13.68,0,0,1,0
10975,The Razor's Edge,41.64,0,0,0,0
10974,Reds,39.66,0,1,0,0
10398,Return with Honor,92.52,1,0,0,0
2290,Time of the Gypsies,34.35,1,1,0,0
24071,Days of Heaven,14.67,1,1,0,1
62994,The Fire Within,3.74,0,1,0,1
60994,El Amor Brujo,7.06,1,0,0,1
16112,The Lady Eve,8.15,0,0,0,0
32305,Sullivan's Travels,8.09,0,1,0,0
14429,The Palm Beach Story,23.22,1,1,0,1
15198,Man Facing Southeast,25.96,1,1,0,0
6415,Niagara,221.48,0,1,0,0
24066,Gilda,15.37,0,1,0,0
21430,South Pacific,14.33,1,0,0,0
10381,Flashdance,22.28,1,1,0,0
171982,Indochine,0.03,1,1,0,1
42486,The Dirty Dozen,5.46,1,0,0,0
